date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,OT
2022-12-20,23.8,13.1,17,20.1,14.9,93,68,83,89,79,4.8,1,2.9,2,2.7,693,452,606,561,637,41.3,30.9,33.9,30.1,15.5,21.15,2759.68
2022-12-21,25.3,13.4,17.1,20.5,14.8,91,66,79,83,77,5.2,1.2,3.1,3.1,3,693,452,606,685,622,37.7,30.2,34.5,30.6,15.2,16,1854.92
2022-12-22,25.6,13.2,17,20.4,14.9,93,61,76,83,72,6,0.9,3.4,3.2,3.6,649,311,511,418,575,43.1,32.5,36.2,31.2,15.15,15.5,2790
2022-12-23,25.5,12.7,17.2,20.8,14.7,94,56,73,83,67,6.8,0.7,3.8,3.2,4.2,644,262,501,392,576,43.1,32.2,34.9,31.8,15.15,15.5,5946
2022-12-24,26.4,13.3,17.2,21,14.7,93,60,75,81,71,6.1,0.9,3.6,3.4,3.6,679,258,525,409,605,50.5,30.3,35.7,31.7,15.2,15.55,6328
2022-12-25,25.4,13.1,17.2,20.8,14.8,92,62,81,82,81,5.7,1.1,2.8,3.3,2.4,694,277,543,429,620,37.7,23.1,33.8,31,15.15,15.55,5813
2022-12-26,25.5,12.3,17.3,20.7,15,92,62,77,83,73,6.2,1,3.4,3.3,3.5,929,387,626,584,654,35.4,35.3,32.2,32.8,15.3,16.05,7151
2022-12-27,22.8,11.6,16.3,18.5,14.8,91,57,77,82,74,6.2,1,3.2,3,3.3,904,529,660,557,662,43.1,35.8,36.6,33.7,15.45,16.05,5954
2022-12-28,25.5,11.7,17.6,20.7,15.5,89,59,75,82,70,5.9,1.3,3.7,3.3,4,722,278,565,467,632,42.8,40.9,34.1,33.8,15.1,15.3,5488
2022-12-29,25.3,13.8,17.5,20.2,15.7,92,61,75,83,70,5.5,1.3,3.6,3,4,748,293,572,502,621,41.2,42.5,39,33.1,15.3,15.5,5742
2022-12-30,26.4,13.4,18,21.2,15.8,89,64,76,81,73,6.2,1.6,3.7,3.7,3.7,821,382,612,543,660,41.1,43.9,34.7,43.9,15.3,15.2,4816
2022-12-31,25.7,13.8,17.9,21.1,15.7,91,67,80,83,78,5.4,1.1,3.1,3.3,3,739,318,603,500,674,43.1,42.4,36.1,42.3,15.35,16,6777
2023-1-1,25.4,13.7,17.7,20.6,15.8,92,72,84,85,83,5.1,1,2.5,2.8,2.3,737,289,577,520,633,40.8,40.8,36.8,39.2,15.25,15.45,7036
2023-1-2,25.8,13.3,17.6,21.1,15.2,92,69,83,85,82,5,1.1,2.6,3,2.3,689,306,560,470,622,33.9,33.3,35.4,40.2,15.25,15.45,7429
2023-1-3,25.7,12.9,18,21.1,15.8,93,73,86,86,87,4.9,0.9,2.2,2.8,1.8,765,311,607,488,689,37.1,31.2,35.8,38.5,15.3,15.5,6620
2023-1-4,23.5,12.3,16.6,20.1,14.2,93,81,87,86,88,3.8,0.9,1.8,2.4,1.4,779,342,622,553,671,29.4,24,32.9,40.6,16.25,16.45,6778
2023-1-5,23.8,13.1,16.9,20,14.7,96,73,89,86,91,4.8,0.4,1.8,2.6,1.2,772,333,648,539,724,35.8,25.5,35.8,39.5,15.1,15.45,5013
2023-1-6,25.9,13.4,17.4,21.3,14.7,94,75,88,84,90,5.1,0.7,2,3.2,1.2,761,282,569,483,629,38.5,23.1,36.7,39.3,14.5,15.15,5216
2023-1-7,26.2,12.9,18,21.4,15.6,93,66,86,81,90,6.8,0.9,2.3,3.6,1.3,737,347,590,492,659,31.5,30.4,34,43.2,13.05,13.2,4909
2023-1-8,24.4,13.2,17.1,20.5,14.7,92,72,87,84,89,5.1,0.9,2,3,1.3,735,377,621,531,684,29.6,25.2,34.1,42.5,13.55,14.2,4258
2023-1-9,25.5,11.4,16.7,20.4,14.2,91,69,82,81,84,6.1,1.1,2.7,3.7,2,1082,404,619,610,626,39.6,26.9,36.2,42.2,13.4,14,4911
2023-1-10,25.4,13.3,16.9,21,14,92,60,85,83,86,5.7,1.1,2.3,3.3,1.6,785,389,631,582,665,36.6,25.7,35,41.8,13.35,13.55,4785
2023-1-11,23.8,12.7,16.7,19.9,14.5,93,75,87,85,89,4.4,0.8,1.9,2.7,1.3,754,488,641,618,657,32.7,23.6,32.3,41,13.3,13.55,5726
2023-1-12,23.4,13.8,16.8,19.8,14.7,97,79,92,87,95,4.2,0.4,1.3,2.3,0.6,751,548,663,629,688,32.3,21.3,32.1,22,13.3,13.5,6922
2023-1-13,21.1,11.6,15.5,18.2,13.6,96,83,91,92,91,2.3,0.5,1.2,1.2,1.1,755,627,687,713,669,35,26.7,34.9,28,15.25,19.35,6994
2023-1-14,21.2,9.7,15.3,17.5,13.7,94,68,80,86,76,4.1,0.6,2.6,2.1,2.9,642,279,509,447,553,43.9,33.6,39.2,31.5,14.4,17.45,6570
2023-1-15,25.5,11.6,16.7,20.3,14.1,91,63,77,81,74,5.4,1,3.3,3.5,3.1,675,449,581,540,611,38.8,35.4,33.8,32.8,14,14.35,6440
2023-1-16,24.7,12.8,16.9,20.4,14.4,97,73,88,82,92,5,0.3,1.9,3.3,1,709,507,637,614,654,36.5,24,36.9,24.8,15,15.2,4909
2023-1-17,24.3,12.1,17.1,20.8,14.4,95,69,83,82,84,5.3,0.7,2.6,3.4,2,726,528,651,629,667,33,29.7,36.9,28.9,14.4,15,6231
2023-1-18,25.6,12.5,17.3,21.4,14.4,91,68,83,79,85,5.7,1,2.7,4,1.8,736,527,643,630,653,33.8,26,34.2,25.5,14.55,15.15,5318
2023-1-19,30.1,12.2,17.4,21.5,14.4,91,70,83,82,84,9.5,1,2.6,3.5,2,786,409,609,585,626,34.2,30.1,28.5,27.1,15.1,15.3,5468
2023-1-20,25.3,12.1,17.3,21.3,14.3,91,72,84,80,86,5.6,1,2.6,3.9,1.7,717,510,636,626,642,34.6,29,30.4,27,15.05,15.2,4944
2023-1-21,25.5,12.8,17.2,21.2,14.4,95,77,89,84,92,5.2,0.6,1.8,3.1,0.9,746,544,658,636,675,34.3,24.7,28.5,21.9,14.5,15.1,3963
2023-1-22,23.9,12.6,17,20.7,14.2,93,74,89,85,91,4.7,0.7,1.8,2.8,1.1,760,549,655,648,660,31.9,25.3,27.8,22.4,15.1,15.25,4200
2023-1-23,22.4,11.6,16.1,18.3,14.5,96,73,86,87,84,4.3,0.5,2,2.1,2,719,296,538,518,552,36.1,38.6,32.2,31.3,17.05,18.55,2364
2023-1-24,24.6,11.8,17.2,20.7,14.5,92,72,83,81,85,6,1,2.6,3.7,1.8,812,497,626,624,627,37.8,36.6,34.8,32.7,15.55,15.55,3584
2023-1-25,27.5,12.7,17.6,21.8,14.4,92,72,83,81,85,6,1,2.6,3.7,1.8,812,497,626,624,627,37.8,36.6,34.8,32.7,15.55,15.55,4016
2023-1-26,21.7,11.7,16.1,18.7,14.2,93,71,86,89,84,4.2,0.8,1.9,1.8,1.9,720,369,564,524,593,40.3,32.1,37,40.7,15.4,16.25,4487
2023-1-27,26,13.1,17.5,21.6,14.4,87,66,79,79,79,5.5,1.8,3.2,4.1,2.5,818,499,632,634,631,33.4,28.7,32.4,39.2,14.45,15.05,4884
2023-1-28,26.3,12.9,17.8,22,14.7,90,71,79,84,75,5.6,1.5,3.2,3.3,3.1,749,509,641,629,650,32.3,27.9,32.2,38.8,14.3,14.45,4961
2023-1-29,26.7,13.6,18.2,22.1,15.2,83,56,75,74,76,7.5,2.3,4,5.1,3.2,801,528,681,692,672,30.9,28.2,30.7,38.7,14.25,14.45,2233
2023-1-30,27.6,13.1,18.8,22.5,16,91,45,71,71,81,8.1,1.1,3.9,5.7,2.6,804,529,529,693,673,31.3,27,31.4,38.5,13.35,13.55,2846
2023-1-31,26.6,13.5,18.6,22.4,15.7,91,45,89,75,100,8.1,1.1,2.1,4.7,2.6,787,540,676,676,676,34.4,26.3,32.7,38.3,14,14.25,5288
2023-2-1,26.6,13,17.8,21.6,14.9,91,45,100,99,100,8.1,1.1,2.1,4.7,2.6,822,509,627,621,631,39.4,26.5,36.3,38.6,14.55,15.2,5045
2023-2-2,25.7,13.3,18,21.7,15.1,91,45,100,99,100,7.5,2.3,2.1,4.7,2.6,886,542,678,715,649,32.2,27.2,32.5,38.7,14.3,15.05,5226
2023-2-3,26.8,12.9,18.1,22.1,15,91,45,99,99,100,7.5,2.3,2.1,4.7,2.6,844,527,664,691,643,31.2,31.2,31.9,38.6,14.25,14.45,5227
2023-2-4,26.3,13.2,18.2,22.4,15.1,91,45,77,79,75,7.2,2.1,3.7,4.4,3.2,814,557,687,692,683,31.3,25.9,31.8,38.3,14.15,14.35,4706
2023-2-5,26.6,14.9,19.2,23,16.1,89,61,79,75,83,7.4,1.5,3.6,5.3,2.3,802,518,678,690,668,31.4,26.2,31.6,38.1,13.5,14.1,5894
2023-2-6,26.4,13.7,18.7,22.5,15.7,87,71,79,78,79,6,1.6,3.5,4.4,2.9,826,551,677,707,654,32.1,27.1,31.6,39.6,12.2,12.45,4646
2023-2-7,25.1,13.3,17.7,21,15,96,64,81,77,84,6.2,0.5,3,4.2,2.1,808,485,673,657,686,32.7,20.4,32.3,39,13.25,13.55,4812
2023-2-8,26.5,12.9,17.8,21.5,14.8,90,57,79,76,81,9,1.5,3.4,4.7,2.4,723,511,634,636,632,27.7,17.8,32.4,37.6,12.45,14.4,6514
2023-2-9,21.4,13.8,16.8,19.1,14.9,94,77,88,84,90,4.1,0.7,1.9,2.6,1.3,704,405,581,500,645,28.4,17,33.1,37.4,12.55,13.3,4795
2023-2-10,25.8,13.4,17.9,21.8,14.8,94,70,83,80,86,5.5,0.9,2.7,3.9,1.7,799,555,581,678,685,26,17.2,30.7,33.9,12.55,13.3,4754
2023-2-11,27.5,13.5,18,21.9,14.8,93,67,83,78,87,7.2,0.9,2.9,4.4,1.6,769,529,657,650,662,26.6,16.8,28.7,26.1,12.2,12.4,4371
2023-2-12,19.4,12.9,15.7,17.5,14.3,96,78,89,88,89,3.5,0.5,1.6,1.8,1.4,716,536,621,610,630,22.8,16.4,27.2,25.7,14.2,22.2,3878
2023-2-13,27.4,11.4,18.3,23,14.5,88,65,76,76,75,7.3,1.8,4,5.1,3.1,744,484,626,629,623,28.3,23,31.5,29.5,12.1,11.15,4340
2023-2-14,27.9,13.2,17.9,21.8,14.7,86,69,76,76,75,7.9,1.9,3.9,4.8,3.2,1374,431,589,631,555,26.1,17.9,29.5,39,11.5,14.3,4093
2023-2-15,27.8,13.6,18.5,22.7,14.9,89,65,76,76,76,7.2,1.8,3.9,5.1,3,746,485,609,630,592,27.9,18.5,38.4,39.5,11.3,14,4645
2023-2-16,26.4,13.9,18.4,22.3,15.1,93,64,84,76,90,7.3,0.9,2.9,4.8,1.3,726,496,624,629,619,27.3,17.3,37.6,39,11.2,13.45,5183
2023-2-17,26.2,15,18.8,21.8,16.3,95,64,85,78,90,7,0.8,2.7,4.4,1.3,802,507,641,651,632,25.8,17.2,37.2,39,11,13.4,5955
2023-2-18,22.8,13.6,17.2,20,14.8,98,79,90,89,91,4,0.2,1.5,2,1.1,722,425,582,582,582,22.7,18.3,34.9,39.5,10.4,13.5,6069
2023-2-19,26.7,13.7,18.5,22.6,15,89,62,81,74,87,7.9,1.3,3.4,5.4,1.7,785,509,633,675,597,27.1,18.6,38,39.1,13,12.05,5260
2023-2-20,26.6,13.2,18.4,22.4,14.9,91,68,82,77,87,7.1,1.1,3.1,4.8,1.7,791,517,616,653,584,26.9,19.7,37.2,40.1,11.25,12.1,6102
2023-2-21,26.7,13,18.2,22.3,14.7,91,69,82,77,87,7.3,1.2,3.1,4.8,1.7,801,511,620,645,599,29.6,29.6,37.5,40.4,11.15,12.05,6031
2023-2-22,24.6,13.2,17.5,20.9,14.6,92,74,85,82,88,5.5,1,2.4,3.5,1.5,659,340,620,481,578,29.2,20.1,32.6,39.7,11.15,12.2,6582
2023-2-23,26.6,13.9,18.7,22.7,15.2,92,49,84,77,89,7.1,1,3,4.8,1.4,775,391,576,557,593,28.8,18.5,34.2,39.5,10.45,11.3,6930
2023-2-24,25.8,13.2,17.5,20.8,14.7,92,75,86,84,87,5.1,1.1,2.3,3,1.6,705,323,556,537,572,28.7,18.8,34.3,42.4,11.1,12.55,5812
2023-2-25,27.6,14.2,18.9,23.2,15.1,90,70,82,79,86,6.8,1.3,3.2,4.7,1.8,723,453,593,604,584,32,19.6,32.7,44.3,14.45,14.2,6278
2023-2-26,27.2,14.4,18.9,23,15.3,90,64,83,78,88,7.4,1.2,3.1,4.7,1.6,723,436,599,560,602,31.4,18.9,32.4,45.5,12.05,13.4,5754
2023-2-27,26.8,14.9,19.4,23.1,15.9,93,51,80,77,82,8.1,1.2,3.6,5,2.5,723,436,598,586,609,28.5,17.8,32.5,42.9,11.5,12.25,6024
2023-2-28,26,14.6,18.8,22.4,15.6,93,55,82,77,87,7.7,1.1,3.2,4.8,1.7,720,407,594,584,603,27.5,17.7,30.6,44.7,11.25,12.1,7030
2023-3-1,26.8,14.1,18.7,22.5,15.3,88,63,81,76,86,8.6,1.5,3.2,5.1,1.9,720,407,594,611,581,27.5,17.7,30.6,44.7,11.25,12.1,5101
2023-3-2,26.7,13.5,19.1,23.1,15.4,93,44,79,70,88,10.6,1,3.9,6.5,1.6,774,437,600,604,596,25.4,16.4,32.8,38.3,8.55,9.35,6922
2023-3-3,25.4,13.2,18.5,22.3,15,96,57,84,76,91,9.9,0.5,3,4.9,1.2,663,433,583,557,606,20.7,16.6,27.9,33.7,5,5.55,7815
2023-3-4,26.7,13.6,19.2,23.3,15.5,93,43,79,69,88,12.3,1,4.2,6.9,1.6,710,431,431,583,605,15.5,16.4,28.6,30.3,6.1,6.55,6594
2023-3-5,26.7,14.3,19.5,23.4,15.9,94,43,80,68,90,13.7,0.7,3,7.1,1.4,710,425,425,574,616,25.4,17,28.7,19.7,7.35,8.25,6411
2023-3-6,26.6,14.7,19.6,23.6,15.9,95,47,80,69,89,13.1,0.8,4.2,7.1,1.4,700,430,607,577,635,14.6,14.5,25.7,33.8,7.4,8.3,6729
2023-3-7,26.8,15.2,19.6,23.9,17,95,43,80,63,91,14.1,0.6,4.2,8.7,1.4,709,473,473,569,623,14.4,15.1,29.7,22.8,0,0.55,7015
2023-3-8,25.7,14.9,19.3,22.7,16.1,94,67,84,80,88,7.3,0.9,2.9,4.3,1.6,678,389,583,573,591,27.4,17.6,27.9,42.6,11.35,12.3,7610
2023-3-9,26.8,14.3,19.7,23.3,16.3,93,31,82,76,87,13.8,1.1,3.4,5.2,1.8,680,436,575,569,580,15.1,14.8,31.2,18.9,0,0.55,7623
2023-3-10,26.9,15.5,20.5,23.6,17.5,92,63,84,78,89,9.5,1,3.3,4.9,1.7,679,438,558,544,572,14.4,14.4,22.6,18.8,3.45,3.4,7709
2023-3-11,26.2,14,17.5,19.9,15.3,93,71,89,86,92,6.4,0.8,1.8,2.5,1.1,742,279,522,478,565,22,18.1,30.4,20.8,12.1,13,7194
2023-3-12,26.7,13.8,18.9,22.6,15.4,93,65,84,79,90,8,1,2.9,4.6,1.3,745,421,592,618,567,28.1,19.7,32.1,24,14.3,14.5,7213
2023-3-13,26.9,14.4,19.3,23,15.6,93,65,83,79,87,9.3,0.9,2.9,4.5,1.7,753,414,592,585,565,29.4,15.5,31.8,18.9,10.5,11.2,7952
2023-3-14,26.2,14.4,19.3,22.8,15.8,92,33,80,73,87,13.3,1,3.8,6,1.7,664,397,548,556,541,22.3,17.9,32.4,20.1,8.4,9.2,8103
2023-3-15,27.2,8.8,18.4,21.6,15.3,94,37,79,81,77,9.1,0.9,3.4,3.7,3,666,309,551,528,574,29,18.3,30.9,25.5,11.55,12.5,10432
2023-3-16,22.8,14.1,17.4,19.6,15.2,90,65,83,79,87,5.7,1.3,2.6,3.6,1.7,857,282,663,590,736,21.7,16.3,30.7,21.5,11.45,12.3,12969
2023-3-17,26.1,14.3,18.8,22.1,15.5,89,63,81,77,85,7.6,1.4,3.3,4.6,2,783,436,615,629,602,21.2,18.3,30.9,22.7,11.25,13,14286
2023-3-18,26.7,13.8,18.6,21.8,15.3,90,57,81,79,82,7.3,1.5,3.2,4.1,2.3,869,349,569,535,603,19.2,20.2,29.1,22.6,12.05,13.2,10893
2023-3-19,25.7,14.5,19,22.3,15.6,93,64,83,78,88,8.3,1,3,4.4,1.7,699,396,578,558,598,20.6,16,26.6,24.4,9.25,10.2,10725
2023-3-20,25.5,14.2,18.5,21.4,15.5,92,64,83,79,86,6.7,1,2.9,4,1.8,714,370,562,526,598,15.1,15.7,32.2,24.4,8.05,9,9162
2023-3-21,26.3,14.9,19.6,22.6,16.5,93,75,85,81,90,5.7,0.9,2.7,3.9,1.4,712,452,590,592,588,16.1,15.8,28.9,23.6,7,7.55,6877
2023-3-22,23.9,14.2,17.5,19.7,15.3,95,68,88,88,88,4.5,0.9,1.8,2,1.6,687,376,547,497,599,15.4,16.8,30.8,23,10.55,11.5,8648
2023-3-23,26,14.7,19.2,22.4,15.8,96,65,86,80,93,6.9,0.5,2.6,4.2,0.9,761,409,645,580,714,20.7,16.4,29.2,24.6,11.15,12.1,7928
2023-3-24,26.1,14,18.8,22.2,15.4,93,61,83,82,85,6.2,1.1,2.9,3.7,2,800,520,620,644,596,19.5,19.5,28.7,26.3,11.35,13.05,9009
2023-3-25,24.8,14.2,18.5,21.5,15.3,94,62,86,85,87,5.3,0.9,2.3,2.9,1.8,657,281,493,406,584,19.5,20.6,32.5,25.8,10.5,15.3,8737
2023-3-26,26.5,14,19.3,22.8,15.5,92,52,81,79,84,8.4,1.3,3.3,4.3,2.2,682,314,546,493,602,21.3,16.8,25.7,26.4,14.5,15.3,9589
2023-3-27,26.2,14.3,19.2,22.6,15.7,91,54,83,80,87,8.2,1.1,3,4.3,1.8,683,423,564,525,606,16.3,15.1,28.9,23.9,12.05,12.55,7602
2023-3-28,26.5,14.3,19.5,23.1,15.8,93,48,81,76,86,12,0.8,5.3,5.3,1.9,695,447,573,562,584,14.5,17.9,31.7,24,3.5,4.4,7988
2023-3-29,26.8,13.9,19.5,23,15.8,92,68,82,79,86,7.4,1.2,3.2,4.5,1.9,659,459,578,558,599,19,21,28.4,22,2.2,3.05,6563
2023-3-30,26.5,14.1,19.4,22.8,15.6,94,66,84,79,89,7.5,0.8,3,4.4,1.5,671,432,573,552,596,20.9,15.6,29.5,24.4,5,5,8184
2023-3-31,26.2,13.8,19.2,22.5,15.6,95,70,86,82,90,7,0.7,2.7,3.8,1.4,676,402,531,481,585,14,14.6,31.6,25.2,4.25,5.2,8770
2023-4-1,26.5,14,19.3,22.6,15.8,95,71,86,81,91,7.3,0.7,2.6,3.9,1.2,722,376,552,496,583,17.4,15.3,31.9,24.7,8,7.2,8783
2023-4-2,26.8,15.4,19.9,23,16.6,97,70,86,82,92,6.9,0.4,2.6,3.9,1.2,725,401,577,542,615,14.2,14.2,31.4,25.2,8.45,9.15,9346
2023-4-3,24,14.8,17.8,19.9,15.5,96,57,86,80,93,6.3,0.5,2.2,3.4,0.9,814,376,625,548,711,14.2,14.2,31.3,23.8,12,13.2,10104
2023-4-4,20.1,13.6,16.3,17.9,14.6,97,86,94,95,93,2,0.4,0.8,0.8,0.9,902,516,685,689,681,17.1,14.9,39.5,24.1,12.15,21.55,9577
2023-4-5,21.2,13.3,16.4,18.2,14.4,98,79,92,91,92,3.1,0.2,1.2,1.3,1,675,443,555,538,574,22.5,14.9,40.1,24.4,11,18,8711
2023-4-6,20.1,13,16.3,18,14.4,97,81,92,93,90,2.6,0.3,1.1,1,1.2,784,409,567,544,593,15.2,15.1,40.2,24.4,11.25,21.45,7893
2023-4-7,26.2,14,19.1,22.6,15.2,97,67,86,80,93,7.9,0.4,2.7,4.2,0.9,709,430,590,604,574,20.4,15.5,28,24,15.55,16.35,9190
2023-4-8,26.2,14.4,19.2,22.6,15.3,95,67,87,82,93,8.1,0.6,2.5,3.8,0.9,692,454,598,588,574,14.4,14.4,28.8,23.9,13.25,13.55,9597
